User_ID;Age;Age_Range;Country;Streaming Platform;Top Genre;Hours Streamed Per Day_Decimal;Number of Songs Liked;Most Played Artist;Subscription Type;Listening Time (Morning/Afternoon/Night);Discover Weekly Engagement %;Discover Weekly_Categories;Repeat Song Rate %;Repeat Song Rate_Categories
U5112;17;Youth;South Korea;Spotify;Hip-Hop;5,8;249;Adele;Free;Morning;50,8;High;46,84;Medium
U5113;34;Adults;South Korea;YouTube;Metal;8,2;53;Drake;Premium;Afternoon;86,1;Very High;16,84;Low
U5114;51;Seniors;Australia;Amazon Music;Classical;5,7;332;Ed Sheeran;Free;Morning;60,2;High;1,52;Low
U5115;24;Young Adults;Canada;Tidal;Metal;4,2;145;Adele;Free;Afternoon;43;Medium;66,93;High
U5116;44;Seniors;India;Spotify;Pop;5,3;111;Ed Sheeran;Premium;Morning;6,3;Low;15,58;Low
U5117;44;Seniors;UK;Deezer;Metal;0,3;24;Post Malone;Premium;Morning;46,5;Medium;30,86;Medium
U5118;14;Youth;Germany;Tidal;Rock;7,6;232;BTS;Premium;Afternoon;7,9;Low;5,43;Low
U5119;23;Young Adults;Japan;Spotify;Reggae;5;95;The Weeknd;Premium;Afternoon;44,8;Medium;27,06;Medium
U5120;22;Young Adults;Japan;Amazon Music;Reggae;1,4;42;Post Malone;Free;Morning;89,1;Very High;43,03;Medium
U5121;33;Adults;Germany;Deezer;EDM;6,3;104;Dua Lipa;Premium;Afternoon;8,7;Low;24,27;Low
U5122;49;Seniors;South Korea;YouTube;R&B;1,6;393;Taylor Swift;Free;Night;55,3;High;55,56;High
U5123;50;Seniors;South Korea;Amazon Music;Classical;0,7;272;Post Malone;Free;Night;62,7;High;14,43;Low
U5124;34;Adults;Germany;Tidal;R&B;9,3;380;Drake;Premium;Morning;5,4;Low;6,21;Low
U5125;22;Young Adults;India;YouTube;Pop;7,5;422;Bad Bunny;Free;Night;29,8;Medium;30,34;Medium
U5126;27;Adults;Australia;Apple Music;Pop;8;252;Bad Bunny;Free;Morning;30,2;Medium;61,84;High
U5127;30;Adults;India;Spotify;Hip-Hop;5,9;236;Billie Eilish;Premium;Night;8,4;Low;42,57;Medium
U5128;21;Young Adults;France;Tidal;Rock;9,5;450;Taylor Swift;Premium;Morning;44;Medium;14,64;Low
U5129;48;Seniors;South Korea;Tidal;Country;6;294;Taylor Swift;Premium;Afternoon;34,3;Medium;15,41;Low
U5130;40;Adults;Canada;Apple Music;EDM;9,2;60;Taylor Swift;Free;Night;74,8;High;79,16;Very High
U5131;26;Adults;Japan;Spotify;Country;5,6;59;Billie Eilish;Premium;Morning;62;High;42,31;Medium
U5132;56;Seniors;UK;Apple Music;Hip-Hop;5,1;127;Drake;Free;Morning;17,7;Low;10,28;Low
U5133;20;Young Adults;Australia;Amazon Music;Reggae;7,3;21;Drake;Free;Morning;19,3;Low;11,75;Low
U5134;42;Adults;France;Deezer;EDM;5,3;259;Dua Lipa;Free;Morning;24,3;Low;11,88;Low
U5135;29;Adults;UK;Amazon Music;R&B;9,8;220;Post Malone;Free;Night;71,6;High;20,84;Low
U5136;60;Seniors;South Korea;Amazon Music;R&B;5,8;261;Bad Bunny;Free;Morning;61,5;High;71,58;High
U5137;32;Adults;France;Tidal;Rock;6,1;87;Taylor Swift;Free;Night;21,3;Low;32,79;Medium
U5138;15;Youth;Brazil;Tidal;Jazz;9,5;296;Adele;Free;Afternoon;21,8;Low;64,39;High
U5139;53;Seniors;France;Deezer;Classical;0,5;96;Adele;Premium;Morning;16,2;Low;44,11;Medium
U5140;30;Adults;Japan;Amazon Music;Reggae;5,8;50;Adele;Free;Afternoon;36,1;Medium;56,92;High
U5141;36;Adults;USA;Apple Music;EDM;8,2;329;Drake;Free;Night;49,6;Medium;44,29;Medium
U5142;34;Adults;Australia;Apple Music;R&B;1,7;363;Bad Bunny;Premium;Morning;85,6;Very High;19,63;Low
U5143;60;Seniors;Canada;Tidal;Country;6,2;404;Adele;Premium;Afternoon;25,4;Medium;30,28;Medium
U5144;50;Seniors;Japan;Amazon Music;Country;2,5;416;Post Malone;Premium;Morning;44,4;Medium;27,45;Medium
U5145;56;Seniors;Japan;Apple Music;Country;5,3;130;BTS;Premium;Afternoon;86,2;Very High;27,83;Medium
U5146;58;Seniors;South Korea;Tidal;R&B;5,7;38;BTS;Premium;Afternoon;52,1;High;6,01;Low
U5147;30;Adults;Australia;Amazon Music;Reggae;5;259;Adele;Premium;Afternoon;48,2;Medium;79,32;Very High
U5148;47;Seniors;France;Apple Music;Classical;4,2;409;Drake;Premium;Night;87,1;Very High;65,32;High
U5149;21;Young Adults;India;Amazon Music;Reggae;7,8;435;Billie Eilish;Free;Morning;74,2;High;55,68;High
U5150;34;Adults;Brazil;Deezer;Reggae;9,6;69;Bad Bunny;Free;Night;51;High;4,95;Low
U5151;20;Young Adults;USA;Tidal;Rock;0,5;66;Dua Lipa;Free;Night;31,1;Medium;17,26;Low
U5152;25;Adults;Australia;Apple Music;Hip-Hop;0,2;203;Post Malone;Free;Afternoon;39,5;Medium;46,09;Medium
U5153;44;Seniors;South Korea;Spotify;Metal;6,6;272;Post Malone;Premium;Night;40,2;Medium;34,02;Medium
U5154;18;Young Adults;UK;Spotify;Rock;4,3;128;Adele;Free;Afternoon;70,9;High;69,27;High
U5155;35;Adults;Canada;Spotify;EDM;2,5;402;BTS;Premium;Night;65,7;High;11,37;Low
U5156;53;Seniors;Australia;YouTube;EDM;8,4;192;Drake;Free;Morning;55;High;16,55;Low
U5157;47;Seniors;South Korea;Tidal;Reggae;1;346;Ed Sheeran;Free;Morning;47,7;Medium;30,35;Medium
U5158;46;Seniors;France;Tidal;Hip-Hop;7,5;313;Dua Lipa;Premium;Morning;86,1;Very High;4,08;Low
U5159;33;Adults;South Korea;Tidal;Hip-Hop;1,1;385;Bad Bunny;Free;Morning;37,2;Medium;47,05;Medium
U5160;59;Seniors;France;Spotify;EDM;5,5;75;Billie Eilish;Premium;Afternoon;38;Medium;35,82;Medium
U5161;15;Youth;USA;Apple Music;Pop;0,4;291;Post Malone;Free;Night;10,2;Low;71,59;High
U5162;37;Adults;Australia;Spotify;Classical;4,3;141;Bad Bunny;Premium;Night;37,6;Medium;29,69;Medium
U5163;30;Adults;Australia;Deezer;Reggae;9,6;74;Dua Lipa;Premium;Night;16,6;Low;21,52;Low
U5164;29;Adults;USA;Spotify;Metal;8,1;443;BTS;Free;Morning;50,6;High;65,81;High
U5165;58;Seniors;USA;Tidal;Jazz;6;442;Dua Lipa;Free;Morning;6,3;Low;30,32;Medium
U5166;57;Seniors;Canada;Deezer;Rock;4,8;221;Bad Bunny;Free;Morning;71,8;High;47,09;Medium
U5167;22;Young Adults;Australia;Deezer;Reggae;5,7;423;The Weeknd;Premium;Night;45,1;Medium;66,11;High
U5168;45;Seniors;Australia;Apple Music;Hip-Hop;0,2;167;The Weeknd;Premium;Afternoon;54,8;High;66,55;High
U5169;52;Seniors;Germany;Tidal;Country;3,5;164;Taylor Swift;Premium;Afternoon;25,1;Medium;15,97;Low
U5170;22;Young Adults;France;Tidal;Jazz;9,4;34;Post Malone;Free;Night;63,5;High;20,07;Low
U5171;46;Seniors;UK;YouTube;EDM;9,6;17;Billie Eilish;Premium;Night;26,3;Medium;64,96;High
U5172;38;Adults;Canada;YouTube;Reggae;3,4;377;Adele;Free;Morning;10,1;Low;33,47;Medium
U5173;41;Adults;Brazil;Deezer;Jazz;3,4;13;Adele;Free;Night;27;Medium;58,29;High
U5174;26;Adults;Japan;Amazon Music;Classical;9,5;248;Adele;Premium;Night;31,2;Medium;39,02;Medium
U5175;53;Seniors;Brazil;Amazon Music;Classical;4;144;Dua Lipa;Free;Night;83,4;Very High;22,02;Low
U5176;41;Adults;UK;Deezer;Hip-Hop;5,4;74;Drake;Premium;Night;41,9;Medium;76,48;Very High
U5177;14;Youth;South Korea;Spotify;Rock;6,1;175;Ed Sheeran;Free;Night;6,8;Low;65,69;High
U5178;21;Young Adults;Germany;YouTube;R&B;1,6;318;BTS;Premium;Morning;66,8;High;13,39;Low
U5179;16;Youth;South Korea;Spotify;Metal;4,4;359;Bad Bunny;Premium;Night;1,1;Low;17,21;Low
U5180;34;Adults;Germany;YouTube;EDM;8,6;236;Bad Bunny;Free;Night;75,5;Very High;19,98;Low
U5181;25;Adults;Canada;YouTube;Jazz;6,4;296;Adele;Premium;Night;76,9;Very High;35,19;Medium
U5182;26;Adults;Brazil;Deezer;Rock;9,3;11;Post Malone;Free;Afternoon;69,6;High;49,01;Medium
U5183;23;Young Adults;UK;Tidal;Jazz;1,5;104;Ed Sheeran;Premium;Afternoon;51,3;High;45,23;Medium
U5184;18;Young Adults;USA;YouTube;Jazz;3,2;320;Drake;Free;Morning;71,8;High;36,15;Medium
U5185;43;Adults;UK;Tidal;R&B;0,9;127;Dua Lipa;Premium;Morning;51,3;High;56,09;High
U5186;19;Young Adults;UK;Amazon Music;Metal;4,2;269;Ed Sheeran;Premium;Morning;28,2;Medium;68,83;High
U5187;35;Adults;Germany;Spotify;R&B;5,9;364;Dua Lipa;Premium;Night;86,4;Very High;50,23;High
U5188;31;Adults;UK;Tidal;Classical;9,1;119;Taylor Swift;Premium;Morning;30,8;Medium;39,77;Medium
U5189;46;Seniors;Australia;Amazon Music;Hip-Hop;8,8;310;Bad Bunny;Free;Afternoon;5,9;Low;62,28;High
U5190;52;Seniors;Australia;Apple Music;Pop;3,1;176;Taylor Swift;Free;Afternoon;50,4;High;41,83;Medium
U5191;28;Adults;UK;Apple Music;Metal;8;345;The Weeknd;Premium;Night;48,2;Medium;8,29;Low
U5192;52;Seniors;South Korea;Tidal;Rock;7,7;95;Ed Sheeran;Free;Night;78,2;Very High;58,43;High
U5193;32;Adults;Japan;YouTube;Pop;8,2;387;Ed Sheeran;Premium;Night;40,9;Medium;34,03;Medium
U5194;46;Seniors;Canada;Spotify;Country;10;322;Billie Eilish;Premium;Night;63,8;High;31,99;Medium
U5195;47;Seniors;Japan;YouTube;Rock;1,7;228;Adele;Premium;Afternoon;8,4;Low;14,08;Low
U5196;34;Adults;India;Spotify;EDM;2,4;23;Ed Sheeran;Free;Afternoon;29,6;Medium;52,77;High
U5197;49;Seniors;Brazil;Deezer;Classical;0,7;225;The Weeknd;Premium;Night;71,6;High;33,92;Medium
U5198;41;Adults;France;Amazon Music;Hip-Hop;9,2;435;Billie Eilish;Free;Morning;89;Very High;24,62;Low
U5199;18;Young Adults;UK;Tidal;Reggae;4,2;62;Post Malone;Premium;Morning;62,6;High;68,88;High
U5200;37;Adults;Japan;Amazon Music;Rock;3,4;372;Adele;Premium;Morning;22,4;Low;45,86;Medium
U5201;40;Adults;Canada;Deezer;Pop;8,8;302;Dua Lipa;Premium;Night;73,8;High;62,31;High
U5202;22;Young Adults;Canada;Deezer;Classical;4,7;151;Ed Sheeran;Premium;Afternoon;20,8;Low;54,78;High
U5203;34;Adults;Japan;Amazon Music;Classical;6;425;Dua Lipa;Premium;Afternoon;23,2;Low;58,84;High
U5204;31;Adults;Japan;Apple Music;Classical;1,5;294;Billie Eilish;Free;Morning;32,2;Medium;41,21;Medium
U5205;30;Adults;France;Tidal;Country;1,3;411;Adele;Free;Afternoon;44;Medium;34,02;Medium
U5206;18;Young Adults;Australia;Amazon Music;Rock;4,6;31;Post Malone;Free;Night;21,3;Low;76,05;Very High
U5207;14;Youth;France;Deezer;Hip-Hop;4,4;206;Taylor Swift;Premium;Afternoon;76,9;Very High;7,75;Low
U5208;21;Young Adults;Japan;YouTube;Jazz;5,9;251;Billie Eilish;Premium;Night;48,7;Medium;77,33;Very High
U5209;24;Young Adults;Australia;Spotify;R&B;8,1;493;BTS;Premium;Night;4,2;Low;12,66;Low
U5210;17;Youth;France;Amazon Music;R&B;9;302;Post Malone;Free;Afternoon;67,5;High;47,23;Medium
U5211;18;Young Adults;Germany;Spotify;Reggae;9;87;Post Malone;Free;Night;29,1;Medium;12,73;Low
U5212;30;Adults;Japan;Amazon Music;Classical;8,5;460;Drake;Free;Afternoon;19,4;Low;49,36;Medium
U5213;15;Youth;UK;Deezer;Rock;5,1;239;Post Malone;Premium;Afternoon;13,6;Low;2,38;Low
U5214;20;Young Adults;Australia;Apple Music;R&B;9,5;398;Post Malone;Premium;Afternoon;4,2;Low;15,41;Low
U5215;53;Seniors;India;Apple Music;Country;9;161;Dua Lipa;Free;Morning;33,9;Medium;79,63;Very High
U5216;37;Adults;India;Apple Music;Country;7,4;370;Bad Bunny;Premium;Morning;18,7;Low;7,74;Low
U5217;33;Adults;USA;YouTube;R&B;3,9;202;Post Malone;Free;Morning;41,2;Medium;5,92;Low
U5218;41;Adults;UK;Spotify;Jazz;6,3;15;The Weeknd;Premium;Afternoon;68,2;High;37,45;Medium
U5219;47;Seniors;France;Deezer;Reggae;1,9;102;Adele;Premium;Night;19;Low;33,01;Medium
U5220;30;Adults;USA;Tidal;Reggae;7,7;137;The Weeknd;Free;Night;61,5;High;7,09;Low
U5221;29;Adults;India;YouTube;Pop;6,1;400;Adele;Premium;Afternoon;22,2;Low;25,39;Medium
U5222;37;Adults;Australia;YouTube;Reggae;9,8;61;The Weeknd;Premium;Night;12,4;Low;69,37;High
U5223;45;Seniors;Australia;Apple Music;Metal;8,6;160;Post Malone;Free;Night;44,1;Medium;11,91;Low
U5224;35;Adults;UK;Deezer;Jazz;7,8;259;Billie Eilish;Free;Afternoon;48,6;Medium;30,42;Medium
U5225;29;Adults;Canada;Apple Music;Reggae;3,3;379;Dua Lipa;Premium;Morning;3,3;Low;1,07;Low
U5226;32;Adults;UK;YouTube;Reggae;4,2;320;Billie Eilish;Free;Night;38,6;Medium;37,78;Medium
U5227;38;Adults;Australia;YouTube;R&B;7,7;188;Adele;Premium;Night;26,6;Medium;32,45;Medium
U5228;22;Young Adults;Canada;Spotify;Metal;8,4;148;Drake;Free;Morning;87,8;Very High;55,55;High
U5229;42;Adults;USA;Apple Music;Country;8,4;272;Taylor Swift;Free;Morning;83,8;Very High;3,7;Low
U5230;32;Adults;USA;Spotify;Pop;2,7;12;Bad Bunny;Free;Morning;64,5;High;43,23;Medium
U5231;48;Seniors;Canada;Apple Music;Pop;2,3;140;Ed Sheeran;Premium;Morning;82,8;Very High;77,72;Very High
U5232;37;Adults;Germany;Deezer;Pop;6,1;456;Ed Sheeran;Free;Morning;6,2;Low;26,87;Medium
U5233;21;Young Adults;South Korea;Spotify;Metal;4,7;284;Taylor Swift;Free;Afternoon;58,4;High;44,43;Medium
U5234;23;Young Adults;Brazil;Amazon Music;Classical;2,1;372;Bad Bunny;Premium;Morning;14,1;Low;3,16;Low
U5235;28;Adults;Australia;Deezer;Reggae;6,2;262;Bad Bunny;Premium;Afternoon;30,1;Medium;53,05;High
U5236;44;Seniors;India;Amazon Music;Metal;3,3;29;Dua Lipa;Free;Morning;88,2;Very High;0,72;Low
U5237;50;Seniors;France;YouTube;Pop;1,7;262;Bad Bunny;Free;Afternoon;14,9;Low;76,04;Very High
U5238;22;Young Adults;Australia;Apple Music;Classical;0,5;307;Adele;Free;Morning;2,9;Low;43,45;Medium
U5239;14;Youth;Canada;YouTube;Rock;7,2;31;The Weeknd;Premium;Night;76,5;Very High;44,62;Medium
U5240;14;Youth;India;Spotify;R&B;3,3;446;Dua Lipa;Premium;Night;79;Very High;73,73;High
U5241;23;Young Adults;Brazil;Deezer;Hip-Hop;9,3;410;Drake;Free;Morning;68,6;High;40,38;Medium
U5242;32;Adults;Germany;Tidal;R&B;7;497;Post Malone;Premium;Night;86,1;Very High;47,98;Medium
U5243;49;Seniors;Japan;YouTube;R&B;3,5;29;Post Malone;Premium;Afternoon;54,4;High;7,36;Low
U5244;52;Seniors;Germany;Spotify;Country;1,3;343;Bad Bunny;Free;Afternoon;14,3;Low;59,65;High
U5245;41;Adults;France;Amazon Music;Metal;4,2;227;Adele;Free;Night;81,3;Very High;12,93;Low
U5246;52;Seniors;South Korea;Tidal;Jazz;2,6;122;Drake;Free;Morning;16,6;Low;51,44;High
U5247;35;Adults;Japan;YouTube;Metal;2,3;466;Post Malone;Free;Afternoon;12,6;Low;76,83;Very High
U5248;21;Young Adults;Canada;YouTube;R&B;0,3;137;Drake;Free;Afternoon;80,5;Very High;1,94;Low
U5249;48;Seniors;Japan;Amazon Music;Jazz;5,7;408;Post Malone;Free;Night;1,5;Low;42,52;Medium
U5250;23;Young Adults;Australia;Deezer;R&B;4,4;380;Dua Lipa;Premium;Morning;31,6;Medium;33,45;Medium
U5251;36;Adults;USA;Amazon Music;EDM;8,3;97;Taylor Swift;Premium;Afternoon;37,6;Medium;54,33;High
U5252;16;Youth;Brazil;YouTube;EDM;6,9;361;BTS;Free;Afternoon;3,1;Low;69,19;High
U5253;40;Adults;Canada;YouTube;R&B;8,4;226;Post Malone;Free;Morning;57,2;High;77,22;Very High
U5254;53;Seniors;Australia;Apple Music;Hip-Hop;7,1;28;Billie Eilish;Premium;Afternoon;60,2;High;63,15;High
U5255;26;Adults;Australia;Apple Music;R&B;9,7;142;Drake;Premium;Morning;53,2;High;41,11;Medium
U5256;16;Youth;Germany;Amazon Music;Rock;0,7;472;Adele;Free;Afternoon;57,1;High;14,08;Low
U5257;24;Young Adults;Canada;Amazon Music;Rock;5;400;Adele;Free;Morning;26;Medium;49,39;Medium
U5258;36;Adults;France;Apple Music;Hip-Hop;5,4;272;Drake;Free;Afternoon;66,7;High;6,61;Low
U5259;59;Seniors;Australia;Spotify;EDM;3,7;98;Adele;Free;Afternoon;66,2;High;29,37;Medium
U5260;38;Adults;South Korea;Amazon Music;Classical;1,6;359;BTS;Premium;Afternoon;63,2;High;35,77;Medium
U5261;45;Seniors;Australia;Deezer;EDM;4,6;69;Adele;Premium;Night;27,2;Medium;56,28;High
U5262;41;Adults;Japan;Deezer;Rock;0,5;418;Dua Lipa;Premium;Morning;81,6;Very High;44,65;Medium
U5263;58;Seniors;USA;Amazon Music;Hip-Hop;4,7;90;Dua Lipa;Free;Night;48,1;Medium;9,46;Low
U5264;33;Adults;Brazil;YouTube;R&B;6,4;69;Billie Eilish;Free;Afternoon;37,9;Medium;6,49;Low
U5265;60;Seniors;Japan;Amazon Music;Pop;4,7;215;Drake;Premium;Morning;35,5;Medium;38,11;Medium
U5266;53;Seniors;Germany;YouTube;Rock;8,4;361;Drake;Premium;Night;7,1;Low;4,93;Low
U5267;49;Seniors;Brazil;Apple Music;Country;2,9;479;Adele;Premium;Night;32,3;Medium;39,83;Medium
U5268;35;Adults;Germany;Apple Music;Rock;2,8;160;Bad Bunny;Free;Night;52,9;High;31,07;Medium
U5269;58;Seniors;Canada;Spotify;Pop;2,4;228;Billie Eilish;Free;Afternoon;26,1;Medium;40,76;Medium
U5270;15;Youth;Australia;Tidal;Reggae;0,6;251;Bad Bunny;Premium;Morning;2,3;Low;34,42;Medium
U5271;59;Seniors;India;Spotify;R&B;9,3;491;Dua Lipa;Premium;Morning;74,3;High;22,02;Low
U5272;33;Adults;Japan;YouTube;Hip-Hop;9,8;462;Dua Lipa;Premium;Night;64,2;High;12,95;Low
U5273;31;Adults;USA;Spotify;Hip-Hop;2,6;209;Dua Lipa;Free;Morning;2,4;Low;51,94;High
U5274;56;Seniors;Germany;Amazon Music;Metal;2,3;459;Drake;Free;Night;89,9;Very High;9,17;Low
U5275;59;Seniors;South Korea;YouTube;Pop;5,5;308;Dua Lipa;Premium;Night;40,5;Medium;18,91;Low
U5276;19;Young Adults;Canada;Amazon Music;Classical;0,6;100;Drake;Premium;Afternoon;32,9;Medium;0,8;Low
U5277;34;Adults;South Korea;Spotify;Hip-Hop;7,8;396;Adele;Premium;Night;51,8;High;30,42;Medium
U5278;28;Adults;South Korea;Amazon Music;Country;5,3;73;Drake;Free;Morning;23,2;Low;78,89;Very High
U5279;44;Seniors;Brazil;Amazon Music;Metal;3;24;Post Malone;Free;Night;26,5;Medium;56,13;High
U5280;21;Young Adults;India;Amazon Music;Jazz;2,6;85;Dua Lipa;Free;Afternoon;55,8;High;64,19;High
U5281;22;Young Adults;UK;YouTube;R&B;7,1;139;Bad Bunny;Free;Morning;41,1;Medium;68,71;High
U5282;21;Young Adults;Brazil;Amazon Music;EDM;9,5;101;Adele;Free;Morning;56,9;High;68,15;High
U5283;21;Young Adults;India;Spotify;Jazz;3,9;442;Adele;Premium;Afternoon;28;Medium;75,48;Very High
U5284;60;Seniors;Australia;Spotify;Hip-Hop;3,6;372;Bad Bunny;Premium;Morning;47,9;Medium;67,17;High
U5285;26;Adults;Japan;Apple Music;Jazz;7,3;344;Ed Sheeran;Free;Morning;85,8;Very High;17,55;Low
U5286;57;Seniors;Japan;Amazon Music;Pop;1,8;335;Adele;Free;Afternoon;63,3;High;4,01;Low
U5287;20;Young Adults;Germany;Tidal;R&B;5,9;444;Dua Lipa;Premium;Night;31,7;Medium;25,88;Medium
U5288;55;Seniors;South Korea;Spotify;Reggae;7,1;499;BTS;Free;Morning;25,4;Medium;4,3;Low
U5289;50;Seniors;Japan;Amazon Music;EDM;6,4;349;The Weeknd;Free;Morning;79,6;Very High;69,45;High
U5290;37;Adults;Australia;YouTube;R&B;5,8;109;Bad Bunny;Premium;Morning;72,4;High;59,46;High
U5291;54;Seniors;Canada;YouTube;Country;4,3;416;Drake;Premium;Morning;35,8;Medium;72,41;High
U5292;49;Seniors;Germany;Amazon Music;Metal;1;481;Bad Bunny;Premium;Afternoon;70,4;High;7,84;Low
U5293;46;Seniors;Australia;Tidal;Rock;9,4;160;Post Malone;Free;Morning;71,4;High;33,54;Medium
U5294;25;Adults;India;Amazon Music;Country;2,3;487;Drake;Free;Afternoon;85,5;Very High;8,18;Low
U5295;34;Adults;UK;Tidal;Jazz;9,1;349;Post Malone;Free;Afternoon;50,7;High;46,21;Medium
U5296;19;Young Adults;France;Spotify;Hip-Hop;6,4;173;BTS;Premium;Morning;65;High;21,71;Low
U5297;38;Adults;South Korea;Spotify;Rock;7,9;123;Bad Bunny;Premium;Morning;17;Low;39,91;Medium
U5298;32;Adults;Australia;Tidal;R&B;7,6;431;Adele;Free;Morning;50;Medium;7,13;Low
U5299;13;Youth;Canada;Apple Music;R&B;9,5;22;Taylor Swift;Free;Afternoon;23,6;Low;21,75;Low
U5300;30;Adults;Canada;Deezer;R&B;8,7;197;The Weeknd;Premium;Afternoon;6,5;Low;5,52;Low
U5301;56;Seniors;Canada;Apple Music;Metal;2,1;211;BTS;Premium;Morning;7,8;Low;10,79;Low
U5302;16;Youth;UK;Deezer;Rock;8,1;230;Ed Sheeran;Free;Night;69;High;31,48;Medium
U5303;29;Adults;South Korea;Amazon Music;Rock;2,8;138;Taylor Swift;Free;Afternoon;36;Medium;3,57;Low
U5304;32;Adults;Brazil;Amazon Music;R&B;5,3;381;Drake;Premium;Morning;64,7;High;3,9;Low
U5305;47;Seniors;Japan;Amazon Music;Hip-Hop;1;341;Ed Sheeran;Free;Morning;41,6;Medium;8,59;Low
U5306;36;Adults;India;Tidal;EDM;4,8;64;Post Malone;Free;Afternoon;85;Very High;9,68;Low
U5307;16;Youth;India;Deezer;Country;0,4;147;Drake;Premium;Afternoon;71,8;High;31,25;Medium
U5308;48;Seniors;Australia;Apple Music;Pop;4,9;421;The Weeknd;Free;Afternoon;87,1;Very High;15,85;Low
U5309;41;Adults;Brazil;YouTube;Jazz;7,2;40;Dua Lipa;Premium;Night;71,5;High;40,22;Medium
U5310;44;Seniors;France;Spotify;Country;3,4;479;The Weeknd;Premium;Afternoon;42,2;Medium;49,22;Medium
U5311;25;Adults;Canada;Apple Music;Jazz;9,5;281;BTS;Premium;Afternoon;20,6;Low;48,71;Medium
U5312;44;Seniors;France;YouTube;EDM;5,8;132;Billie Eilish;Free;Night;43,2;Medium;38,53;Medium
U5313;27;Adults;Australia;Amazon Music;EDM;3,4;216;Post Malone;Premium;Afternoon;1;Low;65,15;High
U5314;51;Seniors;USA;Amazon Music;Jazz;7,8;145;Dua Lipa;Premium;Night;64,4;High;21,51;Low
U5315;14;Youth;Canada;Spotify;Hip-Hop;1,1;349;The Weeknd;Premium;Morning;35,4;Medium;26,79;Medium
U5316;23;Young Adults;USA;Tidal;Reggae;9,6;472;Adele;Premium;Night;60,9;High;36,78;Medium
U5317;27;Adults;USA;YouTube;Reggae;7,4;424;Billie Eilish;Premium;Morning;82;Very High;11,15;Low
U5318;41;Adults;USA;YouTube;Country;0,3;335;Taylor Swift;Premium;Morning;56,3;High;15,65;Low
U5319;39;Adults;South Korea;Tidal;Classical;7,6;487;Billie Eilish;Free;Afternoon;65,4;High;2,22;Low
U5320;14;Youth;Australia;Amazon Music;Country;2,1;321;Bad Bunny;Premium;Afternoon;59,8;High;39,18;Medium
U5321;50;Seniors;South Korea;Deezer;Country;5;431;Ed Sheeran;Premium;Afternoon;74,5;High;59,95;High
U5322;34;Adults;Canada;Deezer;Pop;5;385;Ed Sheeran;Premium;Afternoon;61,7;High;69,85;High
U5323;39;Adults;Germany;Spotify;Country;2;439;Bad Bunny;Premium;Night;2,3;Low;9,68;Low
U5324;40;Adults;Germany;Amazon Music;Hip-Hop;1,4;490;The Weeknd;Free;Night;27,5;Medium;45,82;Medium
U5325;25;Adults;UK;Apple Music;R&B;3,4;291;Bad Bunny;Premium;Night;8,6;Low;56,32;High
U5326;60;Seniors;Brazil;Deezer;EDM;8,1;398;Adele;Premium;Afternoon;2;Low;52,34;High
U5327;51;Seniors;Australia;Tidal;Jazz;5,3;247;Billie Eilish;Free;Afternoon;77;Very High;19,34;Low
U5328;26;Adults;UK;Deezer;Reggae;0,2;439;BTS;Premium;Night;44,9;Medium;52,48;High
U5329;36;Adults;UK;Apple Music;Jazz;9,3;206;Taylor Swift;Free;Morning;43,1;Medium;7,58;Low
U5330;18;Young Adults;UK;YouTube;R&B;9,3;482;Post Malone;Premium;Afternoon;12,8;Low;12,25;Low
U5331;52;Seniors;Australia;YouTube;Pop;6,2;393;BTS;Premium;Afternoon;32,8;Medium;41,85;Medium
U5332;29;Adults;Brazil;Amazon Music;EDM;1;237;Post Malone;Premium;Night;73,2;High;76,65;Very High
U5333;55;Seniors;Germany;Deezer;Rock;4,9;182;Billie Eilish;Free;Morning;49,9;Medium;42,57;Medium
U5334;18;Young Adults;Brazil;YouTube;Hip-Hop;6,2;407;Ed Sheeran;Free;Night;46;Medium;7,88;Low
U5335;16;Youth;India;Tidal;Country;3,6;313;Taylor Swift;Premium;Afternoon;18,2;Low;67,07;High
U5336;19;Young Adults;France;Tidal;Reggae;8,8;393;BTS;Free;Night;16,2;Low;20,27;Low
U5337;45;Seniors;South Korea;Amazon Music;Hip-Hop;8;161;The Weeknd;Premium;Afternoon;10,2;Low;0,79;Low
U5338;32;Adults;Canada;Amazon Music;EDM;5;406;Drake;Premium;Night;7,1;Low;7,43;Low
U5339;14;Youth;India;Amazon Music;Hip-Hop;3,7;372;Adele;Free;Afternoon;73,5;High;55,36;High
U5340;44;Seniors;India;Spotify;Hip-Hop;7,7;457;Post Malone;Premium;Afternoon;38;Medium;0,56;Low
U5341;29;Adults;India;Amazon Music;Jazz;7,2;242;Taylor Swift;Free;Morning;10,4;Low;56,83;High
U5342;51;Seniors;UK;Tidal;Hip-Hop;8,7;1;Ed Sheeran;Premium;Afternoon;55,1;High;1,8;Low
U5343;32;Adults;France;Tidal;Jazz;9,2;212;Taylor Swift;Free;Afternoon;12,8;Low;3,25;Low
U5344;42;Adults;Canada;Deezer;Reggae;3,4;326;Taylor Swift;Free;Night;19;Low;2,87;Low
U5345;37;Adults;Brazil;Deezer;Country;9,8;264;Bad Bunny;Free;Afternoon;13,3;Low;71,48;High
U5346;18;Young Adults;India;Spotify;Hip-Hop;2,1;337;Ed Sheeran;Free;Morning;76,1;Very High;68,61;High
